# Feature / Sample,Validation|LLDeep_0001,Validation|LLDeep_0003,Validation|LLDeep_0010,Validation|LLDeep_0011,Validation|LLDeep_0012,Validation|LLDeep_0015,Validation|LLDeep_0018,Validation|LLDeep_0021,Validation|LLDeep_0022,Validation|LLDeep_0024,Validation|LLDeep_0026,Validation|LLDeep_0027,Validation|LLDeep_0028,Validation|LLDeep_0029,Validation|LLDeep_0030,Validation|LLDeep_0033,Validation|LLDeep_0034,Validation|LLDeep_0037,Validation|LLDeep_0039,Validation|LLDeep_0043,Validation|LLDeep_0047,Validation|LLDeep_0052,Validation|UMCGIBD00072,Validation|UMCGIBD00122,Validation|UMCGIBD00030,Validation|UMCGIBD00167,Validation|UMCGIBD00208,Validation|UMCGIBD00032,Validation|UMCGIBD00529,Validation|UMCGIBD00371,Validation|UMCGIBD00145,Validation|UMCGIBD00613,Validation|UMCGIBD00004,Validation|UMCGIBD00053,Validation|UMCGIBD00269,Validation|UMCGIBD00250,Validation|UMCGIBD00327,Validation|UMCGIBD00249,Validation|UMCGIBD00461,Validation|UMCGIBD00266,Validation|UMCGIBD00347,Validation|UMCGIBD00645,Validation|UMCGIBD00361,Validation|UMCGIBD00485,Validation|UMCGIBD00041,Validation|UMCGIBD00126,Validation|UMCGIBD00082,Validation|UMCGIBD00442,Validation|UMCGIBD00412,Validation|UMCGIBD00539,Validation|UMCGIBD00077,Validation|UMCGIBD00141,Validation|UMCGIBD00389,Validation|UMCGIBD00112,Validation|UMCGIBD00508,Validation|UMCGIBD00588,Validation|UMCGIBD00106,Validation|UMCGIBD00393,Validation|UMCGIBD00458,Validation|UMCGIBD00254,Validation|UMCGIBD00593,Validation|UMCGIBD00233,Validation|UMCGIBD00238,Validation|UMCGIBD00027,Validation|UMCGIBD00064
Streptococcus_salivarius,0.0031655,0.0028905999999999997,0.0037243000000000003,0.021596599999999997,0.0052837,0.00206,0.008592299999999999,0.0023779,0.0030854,0.0166982,0.006062,0.0012422000000000002,0.00040280000000000003,0.0017698,0.0146002,0.0,0.0008853999999999999,0.0003157,0.006270899999999999,0.0074551999999999995,0.0003685,0.0056139,0.0034978,0.0020448,0.0010142999999999999,0.0452467,9.1e-06,0.0018829,0.0031739,0.0025818,9.82e-05,0.0142947,0.0003513,0.0010352,0.0248457,0.0123055,0.0117511,0.0030269000000000003,0.253446,0.0235944,0.004869699999999999,0.0071917000000000005,0.021485900000000002,0.007521300000000001,0.0016732,0.0006939,0.0029546999999999998,0.000452,0.0010602,0.022525999999999997,0.08495499999999999,0.020281200000000003,0.0825655,0.0007177,0.0112199,0.0008465,0.0021794,0.0011994000000000002,0.0618655,0.0031774999999999998,0.0005767000000000001,0.0,0.0007115,0.0016061,0.007405800000000001
Streptococcus_sanguinis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streptococcus_thermophilus,0.0006381000000000001,0.0,0.000296,7.53e-05,1.11e-05,0.0029162,0.0191264,0.0023507,0.0016727,0.0059811000000000005,0.0478824,0.0006538,0.0,0.0009211,0.0022673000000000003,0.0023696999999999998,0.0,0.0010602,0.0532067,0.0251436,0.005554600000000001,0.0361975,0.0,0.0,0.0,4.47e-05,0.0014423,0.0,0.0005027,0.06816389999999999,0.0,0.0121428,0.0027386999999999997,0.0327392,0.0014265999999999999,0.0049956,0.0037351999999999997,0.0326721,0.000719,1.13e-05,0.0311765,5.2900000000000005e-05,0.0,0.0,0.104244,0.0,0.0,0.0002056,0.0051485,4.95e-05,0.021934099999999998,0.0263993,0.005301600000000001,0.0,0.0018012999999999998,0.0029045,0.0028866,0.0005987,0.0,0.0,2.68e-05,0.0,0.0,0.034298,0.0033088
Streptococcus_vestibularis,0.0,0.0,0.0,0.0008468,0.0,0.0,0.00018219999999999998,4.99e-05,0.0,0.0006077000000000001,0.00011679999999999999,0.0,0.0,0.0,0.00023819999999999996,0.0,0.0,0.0,0.0006567,0.0,0.0,0.0003672,6.37e-05,0.0003652,0.0,0.0,0.0,0.0,0.0,0.0,0.00023050000000000002,0.0,0.0,0.0,0.0010147,0.0122116,0.0234383,0.0,0.005585199999999999,0.0,0.00017109999999999998,0.0,0.0,0.0002032,7.8e-05,0.0,0.0,0.0,0.0001286,0.0,0.0218935,0.0006212999999999999,0.0036753,0.0005759,0.0,0.0,0.0,0.0003153,0.0027333,0.0,0.00031989999999999997,0.0,0.0,0.0,0.0001111
Butyricicoccus_pullicaecorum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clostridiaceae_bacterium_JC118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clostridium_asparagiforme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clostridium_bolteae,0.0,0.0,0.0013107999999999998,0.0,5e-05,0.0,0.0,3.73e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017986,0.0,0.0,0.0,0.0,0.0,0.0109006,0.0,9.790000000000001e-05,0.00039019999999999994,7.28e-05,0.0013276,0.00010369999999999999,0.0,0.0,3.570000000000001e-05,0.00010109999999999999,0.0057924,0.0,0.00038310000000000004,0.0,0.0,0.0002771,0.0,0.000333,0.0152662,5.4600000000000006e-05,0.0029264,2.68e-05,0.0,0.0001609,1.93e-05,0.0004333,0.0,0.0,0.011670100000000001,1.05e-05,0.0,0.0072873999999999994,0.001523,0.026536200000000003,0.0,0.0,0.0,0.0,0.0007865,0.0003458
Clostridium_butyricum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clostridium_clostridioforme,0.0,0.0,0.0029335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039226999999999995,0.0,0.0,0.0,0.0,0.00039789999999999997,0.048688499999999996,0.0,0.0,4.2999999999999995e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020459999999999999,0.0501093,0.0094616,0.0025329000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0012478,0.0,0.0,0.07430830000000001,0.0,0.008016500000000001,0.0,0.0,0.0,0.0,0.0011290999999999999,0.0009103
Clostridium_hathewayi,0.0,0.0,0.0028259,5.8599999999999995e-05,0.0,0.0,0.0,0.0001675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017902,0.0,0.0,0.0006152999999999999,0.0,0.0,0.0,9.7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0012933,0.0,0.0004201000000000001,0.0163918,0.0006576,0.0,2.97e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0002645,0.0,0.0,0.0005272,0.0005537999999999999,0.005399,0.0,0.0,0.0,0.0,5.15e-05,8.36e-05
Clostridium_leptum,0.0,0.0002551,0.0022083000000000003,0.0006058,0.0005585,0.0006399,0.0004243,0.0012533,0.000612,0.0003522,0.0003094,8.590000000000001e-05,0.00026230000000000003,0.000541,0.0001518,0.0016665,0.0009135,9.37e-05,0.0027406999999999996,0.0004224,0.00029210000000000005,0.0052357,0.0001952,0.0002568,0.0,6.17e-05,7.32e-05,0.0,0.00026660000000000003,0.0489089,0.0,0.0,0.0,0.023143,0.012579,0.013872,0.0004581,0.0,0.0,6.17e-05,0.0011082000000000002,0.0,0.00019930000000000002,0.0050808,0.0,2.2800000000000002e-05,0.0040557,0.00046530000000000003,0.0007021,0.0006712,8.92e-05,0.0057396,0.00022400000000000002,0.0009577,0.00017900000000000001,0.0020691999999999998,0.0,0.0021483,0.0,0.0,0.0,0.014041399999999999,0.0,0.0008033,0.0
Clostridium_nexile,0.0,0.0,0.011610299999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026319000000000004,0.0,0.0,0.0,0.0,0.0,0.0025629999999999997,0.0,0.0,0.0,2.4299999999999998e-05,0.0,0.007127,0.0,0.0,0.0,0.0,0.004283100000000001,0.184636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012890000000000002,0.0,0.0018022000000000001,0.0,0.0,0.0,0.0,0.0043282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0995515,0.0,0.00020449999999999998,0.0,0.0,0.0,0.0,0.0,0.0033439,0.0,0.0
Clostridium_perfringens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clostridium_scindens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clostridium_sp_KLE_1755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clostridium_sp_L2_50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clostridium_symbiosum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8800000000000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028101999999999997,0.0,0.0,0.0,6.790000000000001e-05,2.46e-05,0.0,0.0,0.0,0.0,0.0,0.00032189999999999996,0.0,0.0,0.0020461,0.0172525,0.0,6.56e-05,0.0,0.0001655,0.0011558,0.0,0.0,0.0,0.0055417,0.0003342,0.0,0.0,0.0003798,0.0038488,0.0,0.0,0.0,0.0,0.0010317,0.0
Clostridiales_bacterium_1_7_47FAA,0.0,0.0,0.0013713,0.0,0.0,0.0,0.0,0.0007137000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010333,0.0,0.0,3.9500000000000005e-05,0.0,7.35e-05,0.0006026,0.0,8.14e-05,0.0001419,0.0,0.0,0.0,0.0,0.0,0.0,7.69e-05,0.0,0.0,8.05e-05,0.0079425,0.0,6.670000000000001e-05,0.0,0.0,0.0,1.31e-05,0.0,0.0,1.31e-05,0.0,0.0,0.001446,0.000571,0.0009539999999999999,0.0,0.0,0.0,0.0,0.0010604000000000002,4.22e-05
Flavonifractor_plautii,0.0,0.0,0.0,1.29e-05,3.75e-05,0.0,0.0,0.0007779,0.0,0.0,0.0,0.0,8.5e-06,0.0,0.0,0.0002617,0.0,0.0,0.0002656,0.0,0.0,0.0,0.0,0.0,0.0,7.269999999999999e-05,0.0,4.77e-05,0.0006143,0.0013035,0.0001695,0.0,0.00028839999999999996,6.57e-05,8.62e-05,0.00014419999999999998,0.0,0.0,0.0,4.84e-05,0.0012136,0.0,0.0,0.00012649999999999998,0.0015564,0.0,0.0004109,0.0,0.0016167999999999998,0.0003259,6.07e-05,0.0,0.0,0.00028569999999999995,0.0,0.0,0.0012939,0.001935,0.0,0.0,0.0,0.0010226,0.0,0.00042229999999999996,4.72e-05
Eubacterium_eligens,0.0231525,0.0028552,0.0,0.0036039,0.0004327,0.0,0.012874000000000002,0.027511400000000002,0.010104,0.0026024999999999998,0.0002927,0.00022610000000000002,0.0006062,0.0009891,0.0021098000000000002,0.0,0.0001678,0.0006473,0.0,0.0,0.0007189,0.0035823,0.0,0.0037083,0.0133906,0.001426,0.0044917,0.0099099,0.0057947,0.0372916,0.0,0.0686267,0.004957100000000001,0.0,0.0030544,0.0,0.005039899999999999,0.004451300000000001,0.0,0.0,0.0006938,0.0,0.0,0.0,0.0,0.0,0.0,0.0009881,0.0,0.0179084,0.0,0.0012734000000000003,0.0004178999999999999,0.0,0.0011981,0.0035591,0.0,0.0,0.0,0.0,0.0,0.0031736,0.0,0.0050533999999999996,0.0
Eubacterium_hallii,0.0214137,0.011537100000000002,0.221023,0.0262121,0.027502199999999997,0.0056683,0.0411278,0.0110959,0.0168456,0.0509563,0.0226979,0.049132999999999996,0.00419,0.0402682,0.0502748,0.035475400000000004,0.0332345,0.035447900000000004,0.0,0.0162229,0.0196269,0.06316290000000001,0.0100001,0.0173296,0.0640196,0.0257934,0.0039555,0.0348702,0.0275959,0.0,0.0,0.009418600000000001,0.0209228,0.0304367,0.0028645,0.0,0.0133013,0.0267782,0.0,0.0133608,0.0113307,0.007538800000000001,0.0405731,0.0095717,0.0180107,0.0,0.0,0.0203373,0.0264098,0.0282418,0.0323241,0.0028785,0.0148109,0.075913,0.0238009,0.0,0.0,0.0,0.0127976,0.0,0.0,0.0,0.029581299999999998,0.0,0.027982599999999996
Eubacterium_ramulus,0.0016017,0.0022642,0.0,0.0014722000000000001,0.003268,0.0098866,0.0114848,0.0002254,0.0001383,0.0029351,0.017940599999999998,0.007503,8.65e-05,0.0061348,0.013965,5.6200000000000004e-05,0.0041583,0.0005451000000000001,0.0117312,0.0017572,0.0022061999999999997,0.0225498,0.0037223,0.0006382,0.0,0.0,0.0,0.031109500000000002,0.04104,0.0,0.0,0.0065283,0.0361222,0.0,0.002495,0.0,0.0029980000000000002,0.0004994,0.0,0.0049299999999999995,0.0,0.003675,0.0002565,0.0,0.0,0.0,0.0,0.004822399999999999,0.004201,0.0,0.0220884,0.0122419,0.0,0.0,0.0005467,0.0,0.0,0.0,0.00035610000000000004,0.0,0.034946899999999996,0.0,0.013140899999999999,0.0102633,0.0
Eubacterium_rectale,0.151892,0.0191138,0.0,0.0001932,0.104451,0.037284500000000005,0.0010831,0.0036067,0.058534800000000005,0.00034700000000000003,0.23141599999999998,0.365297,0.0317542,0.267782,0.108708,0.0020805999999999997,0.053396000000000006,0.016025499999999998,0.0531866,0.022724200000000003,0.131053,0.0192863,0.21459099999999998,0.105104,0.08314239999999999,0.150105,0.0241525,0.17616500000000002,0.114724,0.0,4.6399999999999996e-05,0.057885400000000004,0.044366300000000004,0.0361909,0.0,0.0,0.21556,0.0419099,0.0,0.032440199999999995,0.0004997,0.113453,0.07988669999999999,0.0007204,0.0,0.0027384,0.0,0.0067605,0.136174,0.060155600000000004,0.0,0.008623,0.149203,0.167993,0.0070596999999999995,0.0955797,0.230796,0.0982952,2.6899999999999997e-05,0.0441268,0.0,0.0526573,0.0220703,0.10926300000000001,0.34424299999999997
Eubacterium_siraeum,0.209564,0.0,0.0,0.0,0.0,0.0012605000000000001,0.000291,0.0161887,0.0028986,0.0,0.0,0.0028905000000000003,0.0106212,0.0030094,0.0,0.0044976999999999994,0.0003913,0.0051902,0.0,0.0,0.0,0.004083099999999999,0.0,0.0,0.0,0.0164333,0.055343899999999994,0.0,0.0015869999999999999,0.0036731999999999997,0.0,0.041863199999999996,0.0,0.0,0.0,0.0,0.0001929,0.0005644000000000001,0.0,0.0,0.0027294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001149,0.000343,0.0,0.0,0.0,0.0,0.0,0.0055446,0.0,0.0015482,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eubacterium_sp_3_1_31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eubacterium_ventriosum,0.0020322,0.0004255,0.0,0.0029296,0.006312300000000001,0.0001763,0.0068958,0.0086736,0.0023146,0.0,0.0041542,0.0,0.0005076000000000001,0.0,0.0057346,0.0002474,0.0024404,0.0006067000000000001,0.0,0.0002491,0.0002953,1.0300000000000001e-05,0.0,0.0089446,0.0,0.0,0.0014647,7.2999999999999996e-06,0.0018017,0.0,0.0,0.0,0.0,0.0110534,0.0,0.0,0.002522,0.0076044,0.0,0.0017921,0.0021943,0.0075331,0.0,0.0,0.0,0.0,0.0,0.0,0.0026936,0.0,0.009955799999999999,0.0234451,0.0018223,0.0,0.0,0.0002114,0.0033943000000000007,0.0001517,0.0012305,0.0,0.0,0.0,0.0064566,0.0,0.0
Anaerostipes_caccae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anaerostipes_hadrus,0.0018840999999999997,0.0055523000000000005,0.0,0.007711399999999999,0.0109619,0.0015174000000000001,0.0012952,0.0047261000000000004,0.0002125,0.005740100000000001,0.0009702,0.0064516999999999994,0.000127,0.000398,0.0005358,0.0006757000000000001,0.001266,0.0012339,0.033141699999999996,8.170000000000001e-05,0.0114042,0.0029034000000000004,0.0007714999999999999,0.0011236,0.0001837,0.0,0.0011462,0.0010463,0.0014831,0.0012905999999999998,0.0,0.0001226,0.0012443,0.0017695999999999999,0.0018594000000000002,0.0,0.0011434000000000001,0.010402,0.0,0.0033575000000000002,0.0,0.0001527,0.0093388,0.0,0.0,0.0062558,0.0005198,0.0003035,0.0014602999999999999,0.0073606999999999995,0.0002939,0.0088959,0.00014680000000000002,1.62e-05,1.86e-05,0.0,0.0008289999999999999,0.0035838000000000003,0.0015632999999999999,0.0,0.0,0.0022363,0.0015357,0.0007597000000000001,0.0007565
Anaerostipes_unclassified,0.0,0.0,0.0083289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027843000000000004,0.028483699999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010607000000000001,0.0,0.0,0.0008118,0.0,0.0,0.0,0.0004373,0.0,0.0,0.00043,0.0,0.0,0.011270299999999999,0.0,0.0007404,0.0,0.0,0.0,0.0,0.0,0.0
Blautia_hansenii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blautia_hydrogenotrophica,0.0,0.0,0.0,0.0,0.0008456,0.0,0.0,0.0,0.0,9.609999999999999e-05,0.0,0.0,0.0,0.00038879999999999996,0.0,4.77e-05,0.0,0.0,0.0,0.0,0.0,6.07e-05,0.0,0.0038071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0270267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009634100000000001,0.0,0.0,0.0,0.0041177,0.0,0.00021590000000000002,0.0,0.0,0.0,0.0,0.0,0.0021866999999999998,0.0040199,0.0,0.0,0.0106419
Blautia_producta,0.0,0.0,0.0025623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002213,0.0011448,0.0018291,0.0,0.0,0.0,0.0008964,0.0,0.000323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.289999999999999e-05,0.0018588,0.0028571,0.0004923999999999999,0.0,2.59e-05,8.73e-05,1.0199999999999999e-05,0.0,0.0,0.0,0.0,0.0,0.0002573,0.0010364,0.0,0.0,0.0,0.0,0.0,0.00015959999999999998,0.0005787000000000001
Ruminococcus_gnavus,0.0,0.0,0.0030496,0.0,0.0003133,0.0,0.0,0.0,0.0,0.00015680000000000002,0.0042381,0.0022091999999999997,0.18845599999999998,0.0,0.0,0.0,0.0,0.0,0.08541019999999999,0.0,0.0,0.0047672,0.0373983,0.0,0.033776099999999996,0.0,0.0,0.06079059999999999,0.0033325000000000004,0.0099473,0.177207,0.0,0.00012919999999999997,0.0241421,0.0,0.0014479,0.0002755,0.0067259,0.00020030000000000002,0.0027899,0.0,0.0009789,0.0029803,0.0008725,0.28326,0.039551800000000005,0.0164865,0.0013257999999999998,0.0005161,0.0002508,0.030313200000000002,0.0,0.0004176,0.0116595,0.0006893,0.0,0.0213836,0.0336078,0.0,0.0,0.0006176,0.001045,0.03893,0.0031306999999999997,0.0327219
Ruminococcus_obeum,0.014099500000000001,0.0199182,0.0032101,0.017663400000000003,0.035376300000000006,0.0187965,0.0170126,0.0109907,0.0230425,0.0240965,0.0464018,0.0212664,0.007142699999999999,0.0057441,0.03490069999999999,0.0025932,0.0224883,0.009431100000000001,0.012687799999999999,0.0142886,0.016036099999999998,0.039822500000000004,0.0019754,0.010937100000000002,0.011145100000000002,0.0184959,0.009010700000000002,0.033016000000000004,0.020108900000000002,0.0006546,0.0,0.019018599999999997,0.0160358,0.0002785,0.0095852,0.08441749999999999,0.024228700000000002,0.06291569999999999,0.0,0.0061412,0.0126037,0.0001826,0.028298300000000002,0.0005478,0.0006607000000000001,0.000469,0.0070036000000000005,0.0596481,0.0269874,0.006548100000000001,0.015377700000000001,0.0076871000000000005,0.0045411,0.0030279,0.031699,0.0199888,0.0028717,0.0024982,0.029940699999999997,0.0,0.0001538,0.006784,0.0304205,0.0044313,0.0031327
Ruminococcus_torques,0.0080636,0.0187912,0.0115369,0.005576,0.018396799999999998,0.014566399999999998,0.0301618,0.08111510000000001,0.0079113,0.028408099999999995,0.0484936,0.013803200000000002,0.0182632,0.0073146,0.041391500000000005,0.025827099999999995,0.011313799999999999,0.0043579,0.121957,0.0096731,0.009880700000000001,0.0493248,0.0234824,0.025049400000000003,0.0053427,0.017044200000000002,0.029982400000000003,0.010799600000000001,0.06627369999999999,0.005518600000000001,0.0084339,0.0032895000000000003,0.0032171,0.0111007,0.0123417,0.0056413,0.010755299999999999,0.0500616,0.0,0.0057379,0.0053896000000000005,0.012948099999999999,0.009109299999999999,0.0974691,0.0083677,0.010931100000000001,0.109074,0.0064638000000000004,0.005698300000000001,0.005138800000000001,0.170972,0.022215000000000002,0.0051876000000000005,0.0357011,0.034268400000000004,0.0030981,0.307319,0.263185,0.0415202,0.0002901,0.016744,0.09292450000000001,0.0263856,0.018044099999999997,0.0159347
Coprococcus_catus,0.0074306,0.0016547999999999999,0.0,0.003812,0.0,0.007587399999999999,0.0073125,0.0101095,0.0038632,0.0101536,0.0040188,0.0079534,0.005024300000000001,0.0,0.007055,0.00857,0.0068182,0.007690100000000001,0.0,0.0026491999999999996,0.007437,0.0030903000000000003,0.0012889000000000002,0.0066483,0.0,0.0112726,0.004546100000000001,0.0,0.0,0.0,0.0,0.0078478,0.019597999999999997,0.0,0.0273692,0.0020644,0.008595,0.0188135,0.0,0.0013604,0.0010019999999999999,0.0,0.0014365,0.0026677,0.0,0.0,0.0122855,0.0087802,0.0,0.0,0.0,0.0,0.0012695,0.0071947,0.007335899999999999,0.0085602,0.0,0.0,0.0070383,0.0,0.0,0.006143,0.0077351,0.0,0.0055138
